"ISBN","Book-Title","Book-Author","Year-Of-Publication","Publisher","Image-URL-S","Image-URL-M","Image-URL-L"
"0671730762","SWISS SECRETS PASSPORT TO ROMANCE 1 (NANCY DREW FILES 72) : SWISS SECRETS PASSPORT TO ROMANCE 1 (Passport to Romance Trilogy, No 1)","Carolyn Keene",1992,"Simon Pulse","http://images.amazon.com/images/P/0671730762.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671730762.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671730762.01.LZZZZZZZ.jpg"
"0671730703","TALL, DARK AND DEADLY (NANCY DREW FILES 66) : TALL, DARK AND DEADLY (Nancy Drew Files, No. 66)","Carolyn Keene",1991,"Simon Pulse","http://images.amazon.com/images/P/0671730703.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671730703.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671730703.01.LZZZZZZZ.jpg"
"0671730711","NOBODY'S BUSINESS: NANCY DREW FILES #67 (Nancy Drew Files, No 67)","Carolyn Keene",1992,"Simon Pulse","http://images.amazon.com/images/P/0671730711.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671730711.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671730711.01.LZZZZZZZ.jpg"
"0553241346","The Hills of Homicide","LOUIS L'AMOUR",1984,"Bantam","http://images.amazon.com/images/P/0553241346.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553241346.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553241346.01.LZZZZZZZ.jpg"
"055321229X","Silas Marner (Bantam Classics)","George Eliot",1981,"Bantam","http://images.amazon.com/images/P/055321229X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/055321229X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/055321229X.01.LZZZZZZZ.jpg"
"0553210602","Euripides Ten Plays","Euripides",1981,"Bantam Books","http://images.amazon.com/images/P/0553210602.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553210602.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553210602.01.LZZZZZZZ.jpg"
"0385418957","Seven Pillars of Wisdom: A Triumph","T. E. Lawrence",1991,"Anchor","http://images.amazon.com/images/P/0385418957.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0385418957.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0385418957.01.LZZZZZZZ.jpg"
"0395346355","Practical Cogitator: The Thinker's Anthology","Charles Curtis",1983,"Houghton Mifflin Co","http://images.amazon.com/images/P/0395346355.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0395346355.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0395346355.01.LZZZZZZZ.jpg"
"0871932148","The Enneagram : A Journey of Self Discovery","Maria Beesing",1984,"Dimension Books","http://images.amazon.com/images/P/0871932148.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0871932148.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0871932148.01.LZZZZZZZ.jpg"
"0451521692","Les Liaisons Dangereuses","Choderlos De Laclos",1988,"Signet Classics","http://images.amazon.com/images/P/0451521692.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0451521692.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0451521692.01.LZZZZZZZ.jpg"
"0380722658","The Man Who Understood Cats (John Thinnes/Jack Caleb Mysteries)","Michael Allen Dymmoch",1995,"Harper Mass Market Paperbacks (Mm)","http://images.amazon.com/images/P/0380722658.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380722658.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380722658.01.LZZZZZZZ.jpg"
"0316150460","Cats and Their Women","Louise Taylor",1992,"Little, Brown","http://images.amazon.com/images/P/0316150460.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0316150460.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0316150460.01.LZZZZZZZ.jpg"
"0822210940","Suddenly Last Summer.","Tennessee Williams",1998,"Dramatists Play Service Inc","http://images.amazon.com/images/P/0822210940.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0822210940.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0822210940.01.LZZZZZZZ.jpg"
"0140436499","American Notes for General Circulation (Penguin Classics)","Charles Dickens",2001,"Penguin Books","http://images.amazon.com/images/P/0140436499.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0140436499.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0140436499.01.LZZZZZZZ.jpg"
"0553126121","Aeneid of Virgil","Virgil",0,"Bantam Doubleday Dell","http://images.amazon.com/images/P/0553126121.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553126121.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553126121.01.LZZZZZZZ.jpg"
"0451526783","As You Like It (Shakespeare, William, Works.)","William Shakespeare",1998,"Signet Book","http://images.amazon.com/images/P/0451526783.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0451526783.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0451526783.01.LZZZZZZZ.jpg"
"0553212818","Four Comedies/the Taming of the Shrew/a Midsummer Night's Dream/the Merchant of Venice/Twelfth Night (Bantam Classics)","William Shakespeare",1988,"Bantam","http://images.amazon.com/images/P/0553212818.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553212818.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553212818.01.LZZZZZZZ.jpg"
"0819310395","Henry's Awful Mistake","Robert M. Quackenbush",1981,"Parents Magazine Press","http://images.amazon.com/images/P/0819310395.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0819310395.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0819310395.01.LZZZZZZZ.jpg"
"055357857X","The Dead Cat Bounce : A Home Repair is Homicide Mystery (Home Repair is Homicide Mysteries (Paperback))","SARAH GRAVES",1998,"Bantam","http://images.amazon.com/images/P/055357857X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/055357857X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/055357857X.01.LZZZZZZZ.jpg"
"0345360354","Lovely in Her Bones","Sharyn McCrumb",1990,"Ballantine Books","http://images.amazon.com/images/P/0345360354.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345360354.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345360354.01.LZZZZZZZ.jpg"
"0312989741","Murder at the Cat Show (A Perkins &amp; Tate Mystery)","Marian Babson",2003,"St. Martin's Minotaur","http://images.amazon.com/images/P/0312989741.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0312989741.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0312989741.01.LZZZZZZZ.jpg"
"0816714630","Hard Times (Watermill)","Charles Dickens",1988,"Troll Communications","http://images.amazon.com/images/P/0816714630.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0816714630.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0816714630.01.LZZZZZZZ.jpg"
"0590934899","Escape from Camp Run-for-Your-Life (Give Yourself Goosebumps, No 19)","R. L. Stine",1997,"Scholastic","http://images.amazon.com/images/P/0590934899.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0590934899.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0590934899.01.LZZZZZZZ.jpg"
"0307016277","Attack/Killer Tomatoes PT N Mk","Golden Books",1991,"Golden Books","http://images.amazon.com/images/P/0307016277.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0307016277.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0307016277.01.LZZZZZZZ.jpg"
"0440464854","Now We Are Six","Alan Alexander Milne",1988,"Yearling Books","http://images.amazon.com/images/P/0440464854.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0440464854.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0440464854.01.LZZZZZZZ.jpg"
"0590262173","The Case of the Chocolate Fingerprints (Clue Jr.)","Parker C. Hinter",1997,"Scholastic","http://images.amazon.com/images/P/0590262173.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0590262173.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0590262173.01.LZZZZZZZ.jpg"
"0590847740","The Creepy Creations of Professor Shock (Give Yourself Goosebumps, No 14)","R. L. Stine",1997,"Apple (Scholastic)","http://images.amazon.com/images/P/0590847740.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0590847740.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0590847740.01.LZZZZZZZ.jpg"
"0064401863","Graven Images (Newbery Honor Roll)","Paul Fleischman",1999,"HarperTrophy","http://images.amazon.com/images/P/0064401863.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0064401863.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0064401863.01.LZZZZZZZ.jpg"
"0020868308","Mere Christianity: A revised and enlarged edition, with a new introduction, of the three books, The case for Christianity, Christian behaviour, and Beyond personality","C. S Lewis",1984,"Macmillan Pub. Co","http://images.amazon.com/images/P/0020868308.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0020868308.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0020868308.01.LZZZZZZZ.jpg"
"0307302709","Daddies: All About the Work They Do (Little Golden Books)","Janet Frank",1996,"Golden Books","http://images.amazon.com/images/P/0307302709.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0307302709.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0307302709.01.LZZZZZZZ.jpg"
"0451410106","A Kiss Gone Bad","Jeff Abbott",2001,"Onyx Books","http://images.amazon.com/images/P/0451410106.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0451410106.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0451410106.01.LZZZZZZZ.jpg"
"039470648X","Massage and Meditation","George Downing",1974,"Random House Inc","http://images.amazon.com/images/P/039470648X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/039470648X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/039470648X.01.LZZZZZZZ.jpg"
"0896380653","The hug therapy book","Kathleen Keating",1983,"CompCare","http://images.amazon.com/images/P/0896380653.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0896380653.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0896380653.01.LZZZZZZZ.jpg"
"1575668335","Birthday Party Murder: A Lucy Stone Mystery (Lucy Stone Mysteries (Paperback))","Leslie Meier",2003,"Kensington Publishing Corporation","http://images.amazon.com/images/P/1575668335.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1575668335.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1575668335.01.LZZZZZZZ.jpg"
"0590341502","The Borrowers","Mary Norton",1981,"Trumpet","http://images.amazon.com/images/P/0590341502.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0590341502.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0590341502.01.LZZZZZZZ.jpg"
"0449221059","Miss Melville Rides a Tiger","Evelyn E. Smith",1993,"Fawcett Books","http://images.amazon.com/images/P/0449221059.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449221059.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449221059.01.LZZZZZZZ.jpg"
"0449212599","Miss Melville Regrets","Evelyn E. Smith",1987,"Random House","http://images.amazon.com/images/P/0449212599.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449212599.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449212599.01.LZZZZZZZ.jpg"
"0449214990","Miss Melville Returns","Evelyn Smith",1993,"Fawcett Books","http://images.amazon.com/images/P/0449214990.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449214990.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449214990.01.LZZZZZZZ.jpg"
"0684808129","Five Sisters : The Langhornes  of Virginia","James Fox",2000,"Simon &amp; Schuster","http://images.amazon.com/images/P/0684808129.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0684808129.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0684808129.01.LZZZZZZZ.jpg"
"0840796560","10,000 Things to Praise God for","Jan Lynette Dargatz",1993,"Thomas Nelson Inc","http://images.amazon.com/images/P/0840796560.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0840796560.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0840796560.01.LZZZZZZZ.jpg"
"0750926376","Edward VII's Last Loves","Raymond Lamont-Brown",2001,"Natl Book Network","http://images.amazon.com/images/P/0750926376.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0750926376.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0750926376.01.LZZZZZZZ.jpg"
"0804101167","Grania: She-King of the Irish Seas","Morgan Llywelyn",1987,"Ivy Books","http://images.amazon.com/images/P/0804101167.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0804101167.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0804101167.01.LZZZZZZZ.jpg"
"0821748726","Dead in the Melon Patch (Amanda Hazard Mysteries)","Connie Feddersen",1995,"Zebra Books","http://images.amazon.com/images/P/0821748726.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0821748726.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0821748726.01.LZZZZZZZ.jpg"
"0445407549","Eighth Dwarf","Ross Thomas",1988,"Mysterious Press","http://images.amazon.com/images/P/0445407549.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0445407549.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0445407549.01.LZZZZZZZ.jpg"
"0446602809","Romance","Ed McBain",1996,"Warner Books","http://images.amazon.com/images/P/0446602809.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0446602809.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0446602809.01.LZZZZZZZ.jpg"
"1575666278","High Seas Murder: A Lindy Haggerty Mystery","Shelley Freydont",2000,"Kensington Publishing Corporation","http://images.amazon.com/images/P/1575666278.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1575666278.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1575666278.01.LZZZZZZZ.jpg"
"0553573004","Stud Rites: A Dog Lover's Mystery (Dog Lover's Mysteries)","Susan Conant",1997,"Bantam Books","http://images.amazon.com/images/P/0553573004.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553573004.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553573004.01.LZZZZZZZ.jpg"
"0515087122","The Cat Who Ate Danish Modern (Cat Who... (Paperback))","Lilian Jackson Braun",1990,"Jove Books","http://images.amazon.com/images/P/0515087122.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0515087122.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0515087122.01.LZZZZZZZ.jpg"
"0671700359","HOT PURSUIT (NANCY DREW FILES 58) : HOT PURSUIT (The Nancy Drew Files, Case No. 58)","Carolyn Keene",1991,"Simon Pulse","http://images.amazon.com/images/P/0671700359.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671700359.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671700359.01.LZZZZZZZ.jpg"
"0380798565","The Ape Who Guards the Balance : An Amelia Peabody Mystery","Elizabeth Peters",1999,"Avon","http://images.amazon.com/images/P/0380798565.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380798565.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380798565.01.LZZZZZZZ.jpg"
"1575663309","Back to School Murder: A Lucy Stone Mystery (Lucy Stone Mysteries (Paperback))","Leslie Meier",1998,"Kensington Publishing Corporation","http://images.amazon.com/images/P/1575663309.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1575663309.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1575663309.01.LZZZZZZZ.jpg"
"1590600762","King Arthur and the Knights of the Round Table (Illustrated Classics Editions)","Howard Pyle",2002,"Playmore Inc.","http://images.amazon.com/images/P/1590600762.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1590600762.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1590600762.01.LZZZZZZZ.jpg"
"0895269163","Euthypro, Crito, Apology, and Symposium","Plato",1978,"Natl Book Network","http://images.amazon.com/images/P/0895269163.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0895269163.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0895269163.01.LZZZZZZZ.jpg"
"067173069X","FINAL NOTES (NANCY DREW FILES 65) : FINAL NOTES (Nancy Drew Files, No 65)","Carolyn Keene",1991,"Simon Pulse","http://images.amazon.com/images/P/067173069X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/067173069X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/067173069X.01.LZZZZZZZ.jpg"
"0671700375","POISON PEN (NANCY DREW FILES 60) : POISON PEN (Nancy Drew Files, No. 60)","Carolyn Keene",1991,"Simon Pulse","http://images.amazon.com/images/P/0671700375.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671700375.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671700375.01.LZZZZZZZ.jpg"
"006091565X","The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships","Harriet Lerner",1997,"Quill","http://images.amazon.com/images/P/006091565X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/006091565X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/006091565X.01.LZZZZZZZ.jpg"
"006104363X","The Five Red Herrings","Dorothy L. Sayers",1995,"HarperTorch","http://images.amazon.com/images/P/006104363X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/006104363X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/006104363X.01.LZZZZZZZ.jpg"
"0965608646","Been There Should'Ve Done That: 505 Tips for Making the Most of College","Suzette Tyler",1997,"Front Porch Press (MI)","http://images.amazon.com/images/P/0965608646.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0965608646.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0965608646.01.LZZZZZZZ.jpg"
"1575662191","Trick or Treat Murder: A Lucy Stone Mystery (Lucy Stone Mysteries (Paperback))","Leslie Meier",2004,"Kensington Publishing Corporation","http://images.amazon.com/images/P/1575662191.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1575662191.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1575662191.01.LZZZZZZZ.jpg"
"0449213323","Murder in Georgetown (Capital Crime Mysteries)","MARGARET TRUMAN",1987,"Fawcett","http://images.amazon.com/images/P/0449213323.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449213323.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449213323.01.LZZZZZZZ.jpg"
"0446314889","Murder in the White House","Margaret Truman",1994,"Warner Books","http://images.amazon.com/images/P/0446314889.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0446314889.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0446314889.01.LZZZZZZZ.jpg"
"0449001725","Murder in the House (Capital Crime Series , No 13)","Margaret Truman",1998,"Fawcett Books","http://images.amazon.com/images/P/0449001725.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449001725.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449001725.01.LZZZZZZZ.jpg"
"0345394380","The Only Good Yankee","Jeff Abbott",1995,"Fawcett Books","http://images.amazon.com/images/P/0345394380.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345394380.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345394380.01.LZZZZZZZ.jpg"
"0345389484","Do Unto Others","Jeff Abbott",1995,"Fawcett Books","http://images.amazon.com/images/P/0345389484.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345389484.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345389484.01.LZZZZZZZ.jpg"
"0671721097","PARTNERSHIP (Brainship)","Anne McCaffrey",1992,"Baen","http://images.amazon.com/images/P/0671721097.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671721097.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671721097.01.LZZZZZZZ.jpg"
"038542406X","Seven for a Secret","Victoria Holt",1992,"Bantam Dell Pub Group","http://images.amazon.com/images/P/038542406X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/038542406X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/038542406X.01.LZZZZZZZ.jpg"
"0449006700","Mrs. Pollifax Unveiled (Mrs. Pollifax Mysteries (Paperback))","Dorothy Gilman",2001,"Ballantine Books","http://images.amazon.com/images/P/0449006700.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449006700.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449006700.01.LZZZZZZZ.jpg"
"0452263301","Metropolitan Life","Fran Lebowitz",1988,"Penguin USA","http://images.amazon.com/images/P/0452263301.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0452263301.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0452263301.01.LZZZZZZZ.jpg"
"0932194540","Bradshaw on the Family: A Revolutionary Way of Self Discovery","John E. Bradshaw",1988,"Hci","http://images.amazon.com/images/P/0932194540.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0932194540.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0932194540.01.LZZZZZZZ.jpg"
"0030628822","The Way of the Bull","Leo Buscaglia",1982,"Slack Inc","http://images.amazon.com/images/P/0030628822.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0030628822.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0030628822.01.LZZZZZZZ.jpg"
"0380793474","Regarding the Fountain (An Avon Camelot Book)","Kate Klise",1999,"HarperTrophy","http://images.amazon.com/images/P/0380793474.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380793474.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380793474.01.LZZZZZZZ.jpg"
"0517093588","Shakespeare's Stories: Comedies","William Shakespeare",1993,"Random House Value Pub","http://images.amazon.com/images/P/0517093588.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0517093588.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0517093588.01.LZZZZZZZ.jpg"
"0425165698","Mrs. Jeffries Takes the Cake","Emily Brightwell",1998,"Berkley Publishing Group","http://images.amazon.com/images/P/0425165698.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0425165698.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0425165698.01.LZZZZZZZ.jpg"
"0939149222","O Come Ye Back to Ireland: Our First Year in County Clare","Niall Williams",1989,"Soho Press","http://images.amazon.com/images/P/0939149222.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0939149222.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0939149222.01.LZZZZZZZ.jpg"
"0671509810","ROMEO JULIET","William Shakespeare",1984,"Washington Square Press","http://images.amazon.com/images/P/0671509810.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671509810.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671509810.01.LZZZZZZZ.jpg"
"0671661590","VEIL: SECRET WARS OF THE CIA : VEIL: SECRET WARS OF THE CIA","Bob Woodward",1988,"Pocket","http://images.amazon.com/images/P/0671661590.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671661590.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671661590.01.LZZZZZZZ.jpg"
"0399136134","The Spy Wore Silk","Countess of Romanoes Aline",1991,"Putnam Pub Group","http://images.amazon.com/images/P/0399136134.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0399136134.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0399136134.01.LZZZZZZZ.jpg"
"0671435248","MAN IN QUEUE","Josephine Tey",1982,"Pocket","http://images.amazon.com/images/P/0671435248.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671435248.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671435248.01.LZZZZZZZ.jpg"
"0786880376","Organize Your Office!: Simple Routines for Managing Your Workspace","Ronni Eisenberg",1995,"Hyperion","http://images.amazon.com/images/P/0786880376.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0786880376.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0786880376.01.LZZZZZZZ.jpg"
"0674445449","In a Different Voice: Psychological Theory and Women's Development","Carol Gilligan",1993,"Harvard University Press","http://images.amazon.com/images/P/0674445449.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0674445449.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0674445449.01.LZZZZZZZ.jpg"
"0517597985","All I Really Need to Know I Learned from Watching Star Trek","Dave Marinaccio",1994,"Random House Inc","http://images.amazon.com/images/P/0517597985.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0517597985.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0517597985.01.LZZZZZZZ.jpg"
"0312966199","All Things Bright and Beautiful (All Things Bright &amp; Beautiful)","James Herriot",1998,"St. Martin's Press","http://images.amazon.com/images/P/0312966199.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0312966199.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0312966199.01.LZZZZZZZ.jpg"
"1579830021","Waking Up In Time: Finding Inner Peace In Times of Accelerating Change","Peter Russell",1998,"Origin Press (CA)","http://images.amazon.com/images/P/1579830021.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1579830021.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1579830021.01.LZZZZZZZ.jpg"
"0449212238","The Pilgrim of Hate (Chronicle of Brother Cadfael, No 10)","Ellis Peters",1987,"Fawcett Books","http://images.amazon.com/images/P/0449212238.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0449212238.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0449212238.01.LZZZZZZZ.jpg"
"0446522899","Working Wounded: Advice That Adds Insight to Injury","Bob Rosner",1998,"Warner Books Inc","http://images.amazon.com/images/P/0446522899.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0446522899.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0446522899.01.LZZZZZZZ.jpg"
"0316769517","Raise High the Roof Beam, Carpenters and Seymour: An Introduction","J. D. Salinger",1991,"Little, Brown","http://images.amazon.com/images/P/0316769517.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0316769517.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0316769517.01.LZZZZZZZ.jpg"
"0523413920","Hornblower #07 Flying Color","C. S. Forester",1975,"Pinnacle Books","http://images.amazon.com/images/P/0523413920.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0523413920.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0523413920.01.LZZZZZZZ.jpg"
"0831400889","Into the Dark for Gold","Les Rhodes",2000,"Science &amp; Behavior Books","http://images.amazon.com/images/P/0831400889.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0831400889.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0831400889.01.LZZZZZZZ.jpg"
"0375701214","The Diving Bell and the Butterfly : A Memoir of Life in Death","JEAN-DOMINIQUE BAUBY",1998,"Vintage","http://images.amazon.com/images/P/0375701214.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0375701214.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0375701214.01.LZZZZZZZ.jpg"
